foaf,owl,trans,dul,rdfs,unknown,transit,locn,locationOnt,dc,geosparql,rdf,naptan,xsd,geom,dcterms,geo,vcard,schema
http://xmlns.com/foaf/0.1/,http://www.w3.org/2002/07/owl#,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/Transporte#,http://ontologydesignpatterns.org/ont/dul/DUL.owl#,http://www.w3.org/2000/01/rdf-schema#,http://data.linkedevents.org/def/unknown#,http://vocab.org/transit/terms/,http://www.w3.org/ns/locn#,http://data.linkedevents.org/def/location#,http://purl.org/dc/elements/1.1/,http://www.opengis.net/ont/geosparql#,http://www.w3.org/1999/02/22-rdf-syntax-ns#,http://transport.data.gov.uk/def/naptan/,http://www.w3.org/2001/XMLSchema#,http://geovocab.org/geometry#,http://purl.org/dc/terms/,http://www.w3.org/2003/01/geo/wgs84_pos#,http://www.w3.org/2006/vcard/ns#,http://schema.org/
